ImageID,OT_value,OT_similarity,OT_row_cost
BraTS-GLI-00117-000.npz,0.7788884043693542,0.7788884043693542,0.005520691629499197
BraTS-GLI-00118-000.npz,0.8843790292739868,0.8843790292739868,0.004590495489537716
BraTS-GLI-00122-000.npz,0.9780606627464294,0.9780606627464294,0.003764428896829486
BraTS-GLI-00123-000.npz,0.9357749819755554,0.9357749819755554,0.004137295763939619
BraTS-GLI-00126-000.npz,0.5384030342102051,0.5384030342102051,0.007641245145350695
BraTS-GLI-00127-000.npz,0.903281569480896,0.903281569480896,0.004423816222697496
BraTS-GLI-00128-000.npz,0.8381056189537048,0.8381056189537048,0.004998525604605675
BraTS-GLI-00130-000.npz,0.818001925945282,0.818001925945282,0.0051757958717644215
BraTS-GLI-00133-000.npz,0.897645890712738,0.897645890712738,0.004473510663956404
BraTS-GLI-00134-000.npz,0.8614232540130615,0.8614232540130615,0.004792914725840092
BraTS-GLI-00136-000.npz,0.8450227975845337,0.8450227975845337,0.004937531426548958
BraTS-GLI-00137-000.npz,0.9165786504745483,0.9165786504745483,0.004306565038859844
BraTS-GLI-00139-000.npz,0.9264358878135681,0.9264358878135681,0.0042196460999548435
BraTS-GLI-00140-000.npz,0.5556209683418274,0.5556209683418274,0.007489421404898167
BraTS-GLI-00142-000.npz,0.9197773933410645,0.9197773933410645,0.004278359469026327
BraTS-GLI-00143-000.npz,0.7919183373451233,0.7919183373451233,0.005405796226114035
BraTS-GLI-00144-000.npz,0.8341147899627686,0.8341147899627686,0.005033715628087521
BraTS-GLI-00146-000.npz,0.8132473826408386,0.8132473826408386,0.005217720754444599
BraTS-GLI-00147-000.npz,0.858608067035675,0.858608067035675,0.00481773866340518
BraTS-GLI-00148-000.npz,0.8053701519966125,0.8053701519966125,0.005287180654704571
BraTS-GLI-00149-000.npz,0.9132105708122253,0.9132105708122253,0.0043362644501030445
BraTS-GLI-00150-000.npz,0.8740109205245972,0.8740109205245972,0.004681919701397419
BraTS-GLI-00151-000.npz,0.9547231197357178,0.9547231197357178,0.003970214631408453
BraTS-GLI-00152-000.npz,0.8590685725212097,0.8590685725212097,0.0048136780969798565
BraTS-GLI-00154-000.npz,0.6067379117012024,0.6067379117012024,0.007038681767880917
BraTS-GLI-00156-000.npz,0.8211973309516907,0.8211973309516907,0.005147619638592005
BraTS-GLI-00157-000.npz,0.4836788773536682,0.4836788773536682,0.008123792707920074
BraTS-GLI-00159-000.npz,0.5332808494567871,0.5332808494567871,0.0076864114962518215
